id,lad,population,area_km2,pop_density_km2,lte_4G
TQ71,E07000044,3050.0,2.6508474152752495,21962.995895026703,1
TQ95,E07000044,4631.0,4.199679351205366,21049.176960762907,1
TQ31,E07000044,3681.9999999999995,13.044281667875206,5388.155084677531,1
PL67,E07000044,3908.0,21.43141203900062,3480.8093763089582,1
TQ88,E07000044,2093.0,12.669579725129209,3153.4321483315025,1
PL90,E07000044,1432.0,17.965069247435025,1521.5652936655583,1
PL210,E07000044,4436.0,66.46558105314759,1274.005206660481,1
PL82,E07000044,1789.0,31.694191739334638,1077.474822741709,1
PL219,E07000044,3703.0,66.31756966943205,1065.8634771530928,1
TQ73,E07000044,2594.0,48.81941552323872,1014.2706706367044,1
PL81,E07000044,1256.0,24.68398339747614,971.2943555997086,1
TQ96,E07000044,2530.0,58.23292564313039,829.3319227196415,1
TQ110,E07000044,2019.0,47.91617367208637,804.3233186574694,1
TQ60,E07000044,1986.9999999999998,48.19442420726828,787.0050920280521,1
TQ72,E07000044,2535.0,74.83673270841123,646.6058306395586,1
TQ109,E07000044,1864.0000000000002,64.44469410980801,552.1222035228889,1
TQ74,E07000044,1867.0,66.06135756434344,539.47744864603,0
TQ97,E07000044,2477.0,127.0238048520309,372.2351323674401,0
PL75,E07000044,1138.0,67.15143336361369,323.49192629903524,0
EX79,E07000045,3398.0,1.743687838195902,30179.385873163064,1
TQ122,E07000045,2692.0,1.6792081503777416,24827.116602673603,1
TQ148,E07000045,4031.0,2.7134906676999244,23005.952976797114,1
TQ121,E07000045,5455.0,3.770356618262626,22406.193748780326,1
TQ140,E07000045,1101.0,3.032905056902519,5621.914878441362,1
TQ123,E07000045,5213.0,15.043404783223748,5366.576756358288,1
TQ149,E07000045,4816.0,15.388261359442474,4846.7730709883535,1
EX29,E07000045,3481.0,16.762890958859057,3215.961679792998,1
TQ124,E07000045,4107.0,21.154256824182525,3006.6487311460487,1
EX42,E07000045,3479.0,20.803549735066014,2589.838872459126,1
TQ125,E07000045,4172.0,27.093439844139265,2384.7118738106296,1
